weak,strong,sentence,Yes,No,answer
believe,know,The author believes the story will inspire readers.,The author knows the story will not inspire readers.,The author knows the story will inspire readers.,Yes
believe,know,The artist believes their painting conveys a message.,The artist does not know their painting conveys a message.,The artist knows their painting conveys a message.,Yes
believe,know,The coach believes the players are ready.,The coach knows the players are not ready.,The coach knows the players are ready.,Yes
believe,know,The manager believes the project is on track.,The manager knows the project is not on track.,The manager knows the project is on track.,Yes
believe,know,The parent believes their child is talented.,The parent knows their child is not talented.,The parent knows their child is talented.,Yes
believe,know,The investor believes the market will rise.,The investor knows the market will not rise.,The investor knows the market will rise.,Yes
believe,know,The professor believes the theory is correct.,The professor knows the theory is not correct.,The professor knows the theory is correct.,Yes
believe,know,The athlete believes hard work brings success.,The athlete does not know hard work brings success.,The athlete knows hard work brings success.,Yes
believe,know,The politician believes the policy will help people.,The politician knows the policy will not help people.,The politician knows the policy will help people.,Yes
believe,know,The employee believes the boss is fair.,The employee knows the boss is not fair.,The employee knows the boss is fair.,Yes
believe,know,The writer believes their book will sell well.,The writer knows their book will not sell well.,The writer knows their book will sell well.,Yes
believe,know,The engineer believes the design is efficient.,The engineer knows the design is not efficient.,The engineer knows the design is efficient.,Yes
believe,know,The entrepreneur believes their idea will revolutionize the industry.,The entrepreneur knows their idea will not revolutionize the industry.,The entrepreneur knows their idea will revolutionize the industry.,Yes
believe,know,The detective believes the suspect is lying.,The detective knows the suspect is not lying.,The detective knows the suspect is lying.,Yes
believe,know,The lawyer believes the evidence will prove the case.,The lawyer knows the evidence will not prove the case.,The lawyer knows the evidence will prove the case.,Yes
believe,know,The director believes the cast will deliver great performances.,The director knows the cast will not deliver great performances.,The director knows the cast will deliver great performances.,Yes
believe,know,The musician believes the song will become a hit.,The musician knows the song will not become a hit.,The musician knows the song will become a hit.,Yes
believe,know,The chef believes the dish tastes perfect.,The chef does not know the dish tastes perfect.,The chef knows the dish tastes perfect.,Yes
believe,know,The programmer believes the code will run smoothly.,The programmer knows the code will not run smoothly.,The programmer knows the code will run smoothly.,Yes
believe,know,The traveler believes the destination is beautiful.,The traveler knows the destination is not beautiful.,The traveler knows the destination is beautiful.,Yes
believe,know,The gardener believes the plants will bloom soon.,The gardener knows the plants will not bloom soon.,The gardener knows the plants will bloom soon.,Yes
believe,know,The researcher believes the experiment will yield results.,The researcher knows the experiment will not yield results.,The researcher knows the experiment will yield results.,Yes
believe,know,The historian believes the artifact holds great value.,The historian does not know the artifact holds great value.,The historian knows the artifact holds great value.,Yes
believe,know,The activist believes people deserve equal rights.,The activist does not know people deserve equal rights.,The activist knows people deserve equal rights.,Yes
believe,know,The player believes the referee made a mistake.,The player does not know the referee made a mistake.,The player knows the referee made a mistake.,Yes
believe,know,The judge believes the jury will reach a fair verdict.,The judge knows the jury will not reach a fair verdict.,The judge knows the jury will reach a fair verdict.,Yes
believe,know,The journalist believes the story will grab attention.,The journalist knows the story will not grab attention.,The journalist knows the story will grab attention.,Yes
believe,know,The shopper believes the sale is worth it.,The shopper knows the sale is not worth it.,The shopper knows the sale is worth it.,Yes
believe,know,The doctor believes the surgery will go smoothly.,The doctor knows the surgery will not go smoothly.,The doctor knows the surgery will go smoothly.,Yes
believe,know,The teacher believes students will improve over time.,The teacher knows students will not improve over time.,The teacher knows students will improve over time.,Yes
believe,know,The singer believes the audience will enjoy the performance.,The singer knows the audience will not enjoy the performance.,The singer knows the audience will enjoy the performance.,Yes
believe,know,The architect believes the building is safe.,The architect knows the building is not safe.,The architect knows the building is safe.,Yes
believe,know,The pilot believes the flight will arrive on time.,The pilot knows the flight will not arrive on time.,The pilot knows the flight will arrive on time.,Yes
believe,know,The farmer believes the harvest will be plentiful.,The farmer knows the harvest will not be plentiful.,The farmer knows the harvest will be plentiful.,Yes
believe,know,The explorer believes the journey will be rewarding.,The explorer knows the journey will not be rewarding.,The explorer knows the journey will be rewarding.,Yes
believe,know,The hiker believes the trail leads to a great view.,The hiker does not know the trail leads to a great view.,The hiker knows the trail leads to a great view.,Yes
believe,know,The donor believes their contribution will make a difference.,The donor knows their contribution will not make a difference.,The donor knows their contribution will make a difference.,Yes
believe,know,The researcher believes the hypothesis is valid.,The researcher knows the hypothesis not is not valid.,The researcher knows the hypothesis is valid.,Yes
believe,know,The teacher believes the curriculum needs updating.,The teacher does not know the curriculum does not need updating.,The teacher knows the curriculum needs updating.,Yes
believe,know,The gamer believes the new update will fix the bugs.,The gamer knows the new update will not fix the bugs.,The gamer knows the new update will fix the bugs.,Yes
believe,know,The engineer believes the bridge will withstand the storm.,The engineer knows the bridge will not withstand the storm.,The engineer knows the bridge will withstand the storm.,Yes
believe,know,The critic believes the movie is a masterpiece.,The critic knows the movie is not a masterpiece.,The critic knows the movie is a masterpiece.,Yes
believe,know,The runner believes they will finish the race.,The runner knows they will not finish the race.,The runner knows they will finish the race.,Yes
believe,know,The dancer believes the routine will impress the judges.,The dancer knows the routine will not impress the judges.,The dancer knows the routine will impress the judges.,Yes
believe,know,The coach believes the strategy will work.,The coach knows the strategy will not work.,The coach knows the strategy will work.,Yes
believe,know,The guide believes the tourists will love the scenery.,The guide knows the tourists will not love the scenery.,The guide knows the tourists will love the scenery.,Yes
believe,know,The student believes their essay is well-written.,The student knows their essay is not well-written.,The student knows their essay is well-written.,Yes
believe,know,The parent believes their child will achieve greatness.,The parent knows their child will not achieve greatness.,The parent knows their child will achieve greatness.,Yes
believe,know,The professor believes the lecture was engaging.,The professor knows the lecture was not engaging.,The professor knows the lecture was engaging.,Yes
